org,repo,hyperlink,commits_last_30d,PRs_closed_30d,source,health_score
microsoft,VirtualClient,https://github.com/microsoft/VirtualClient,23,92,MICROSOFT,207
verizon,verizon-geofeed,https://github.com/Verizon/verizon-geofeed,11,98,SMALL_ORGS,207
oracle,coherence-py-client,https://github.com/oracle/coherence-py-client,13,97,LARGE_BUCKET2,207
adobe,react-spectrum-charts,https://github.com/adobe/react-spectrum-charts,39,84,LARGE_BUCKET3,207
tencent,tdesign-mobile-react,https://github.com/Tencent/tdesign-mobile-react,18,94,LARGE_BUCKET1,206
block,quiver,https://github.com/block/quiver,12,97,SMALL_ORGS,206
netflix,dispatch,https://github.com/Netflix/dispatch,50,78,LARGE_BUCKET2,206
microsoft,Build-your-own-copilot-Solution-Accelerator,https://github.com/microsoft/Build-your-own-copilot-Solution-Accelerator,24,91,MICROSOFT,206
microsoft,WindowsAppSDK,https://github.com/microsoft/WindowsAppSDK,22,92,MICROSOFT,206
sap,ai-sdk-java,https://github.com/SAP/ai-sdk-java,34,86,LARGE_BUCKET2,206
aws,eventbridge-kafka-connector,https://github.com/aws/eventbridge-kafka-connector,16,95,LARGE_BUCKET1,206
microsoft,inshellisense,https://github.com/microsoft/inshellisense,12,97,MICROSOFT,206
oracle,coherence-cli,https://github.com/oracle/coherence-cli,14,96,LARGE_BUCKET2,206
google,google-toolbox-for-mac,https://github.com/google/google-toolbox-for-mac,10,98,GOOGLE,206
nvidia,NeMo,https://github.com/NVIDIA/NeMo,68,69,LARGE_BUCKET1,206
microsoft,healthcare-shared-components,https://github.com/microsoft/healthcare-shared-components,12,97,MICROSOFT,206
telekom-mms,Automated-Ansible-Role-Documentation,https://github.com/telekom-mms/Automated-Ansible-Role-Documentation,8,99,LARGE_BUCKET2,206
oracle,accelerated-data-science,https://github.com/oracle/accelerated-data-science,30,88,LARGE_BUCKET2,206
microsoft,DirectXShaderCompiler,https://github.com/microsoft/DirectXShaderCompiler,22,92,MICROSOFT,206
ibm,cloudant-java-sdk,https://github.com/IBM/cloudant-java-sdk,14,96,IBM,206
telekom-mms,oc-daemon,https://github.com/telekom-mms/oc-daemon,5,100,LARGE_BUCKET2,205
google,sedpack,https://github.com/google/sedpack,19,93,GOOGLE,205
ocadotechnology,codeforlife-package-python,https://github.com/ocadotechnology/codeforlife-package-python,5,100,SMALL_ORGS,205
justeattakeaway,httpclient-interception,https://github.com/justeattakeaway/httpclient-interception,5,100,SMALL_ORGS,205
datadog,dd-sensitive-data-scanner,https://github.com/DataDog/dd-sensitive-data-scanner,17,94,LARGE_BUCKET4,205
microsoft,OpenAIWorkshop,https://github.com/microsoft/OpenAIWorkshop,23,91,MICROSOFT,205
aws,mynah-ui,https://github.com/aws/mynah-ui,21,92,LARGE_BUCKET1,205
apple,pkl,https://github.com/apple/pkl,17,94,LARGE_BUCKET1,205
sap,cap-operator-lifecycle,https://github.com/SAP/cap-operator-lifecycle,9,98,LARGE_BUCKET2,205
adobe,himl,https://github.com/adobe/himl,25,90,LARGE_BUCKET3,205
adobe,aepsdk-core-android,https://github.com/adobe/aepsdk-core-android,15,95,LARGE_BUCKET3,205
adobe,helix-coralogix-feeder,https://github.com/adobe/helix-coralogix-feeder,11,97,LARGE_BUCKET3,205
aws,c3r,https://github.com/aws/c3r,24,90,LARGE_BUCKET1,204
netflix,lemur,https://github.com/Netflix/lemur,38,83,LARGE_BUCKET2,204
microsoft,fabric-terraform-quickstart,https://github.com/microsoft/fabric-terraform-quickstart,12,96,MICROSOFT,204
nvidia,aistore,https://github.com/NVIDIA/aistore,100,52,LARGE_BUCKET1,204
crowdstrike,ember-toucan-core,https://github.com/CrowdStrike/ember-toucan-core,8,98,LARGE_BUCKET4,204
adobe,helix-markdown-support,https://github.com/adobe/helix-markdown-support,4,100,LARGE_BUCKET3,204
shopify,toxiproxy-ruby,https://github.com/Shopify/toxiproxy-ruby,12,96,LARGE_BUCKET3,204
justeattakeaway,AwsWatchman,https://github.com/justeattakeaway/AwsWatchman,4,100,SMALL_ORGS,204
adobe,k8s-shredder,https://github.com/adobe/k8s-shredder,10,97,LARGE_BUCKET3,204
amzn,app-platform,https://github.com/amzn/app-platform,42,81,LARGE_BUCKET1,204
microsoft,azure-devops-mcp,https://github.com/microsoft/azure-devops-mcp,48,78,MICROSOFT,204
microsoft,griffel,https://github.com/microsoft/griffel,8,98,MICROSOFT,204
datadog,datadog-agent-buildimages,https://github.com/DataDog/datadog-agent-buildimages,25,89,LARGE_BUCKET4,203
crowdstrike,tailwind-toucan-base,https://github.com/CrowdStrike/tailwind-toucan-base,5,99,LARGE_BUCKET4,203
atlassian,data-center-helm-charts,https://github.com/atlassian/data-center-helm-charts,9,97,LARGE_BUCKET4,203
nvidia,topograph,https://github.com/NVIDIA/topograph,7,98,LARGE_BUCKET1,203
adobe,helix-eslint-config,https://github.com/adobe/helix-eslint-config,3,100,LARGE_BUCKET3,203
google,cel-java,https://github.com/google/cel-java,31,86,GOOGLE,203
microsoft,DacFx,https://github.com/microsoft/DacFx,9,97,MICROSOFT,203
sap,secret-generator,https://github.com/SAP/secret-generator,3,100,LARGE_BUCKET2,203
adobe,helix-importer-ui,https://github.com/adobe/helix-importer-ui,11,96,LARGE_BUCKET3,203
sap,image-mapper,https://github.com/SAP/image-mapper,3,100,LARGE_BUCKET2,203
microsoft,planetary-computer-tasks,https://github.com/microsoft/planetary-computer-tasks,9,97,MICROSOFT,203
adobe,aem-lib,https://github.com/adobe/aem-lib,9,97,LARGE_BUCKET3,203
ibm,cloud-pak-deployer,https://github.com/IBM/cloud-pak-deployer,9,97,IBM,203
apple,swift-llbuild2,https://github.com/apple/swift-llbuild2,9,97,LARGE_BUCKET1,203
apple,foundationdb,https://github.com/apple/foundationdb,23,90,LARGE_BUCKET1,203
adobe,helix-onedrive-support,https://github.com/adobe/helix-onedrive-support,9,97,LARGE_BUCKET3,203
microsoft,node-api-dotnet,https://github.com/microsoft/node-api-dotnet,3,100,MICROSOFT,203
sap,registry-credential-injector,https://github.com/SAP/registry-credential-injector,3,100,LARGE_BUCKET2,203
oracle,coherence-visualvm,https://github.com/oracle/coherence-visualvm,4,99,LARGE_BUCKET2,202
microsoft,semanticworkbench,https://github.com/microsoft/semanticworkbench,6,98,MICROSOFT,202
microsoft,kiota-authentication-azure-go,https://github.com/microsoft/kiota-authentication-azure-go,4,99,MICROSOFT,202
microsoft,STL,https://github.com/microsoft/STL,24,89,MICROSOFT,202
nvidia,grove,https://github.com/NVIDIA/grove,20,91,LARGE_BUCKET1,202
aws,sagemaker-hyperpod-cli,https://github.com/aws/sagemaker-hyperpod-cli,30,86,LARGE_BUCKET1,202
adobe,aem-sidekick,https://github.com/adobe/aem-sidekick,16,93,LARGE_BUCKET3,202
adobe,alloy,https://github.com/adobe/alloy,28,87,LARGE_BUCKET3,202
stripe,stripe-terminal-react-native,https://github.com/stripe/stripe-terminal-react-native,18,92,SMALL_ORGS,202
adobe,aepsdk-optimize-android,https://github.com/adobe/aepsdk-optimize-android,24,89,LARGE_BUCKET3,202
databricks,homebrew-tap,https://github.com/databricks/homebrew-tap,8,97,LARGE_BUCKET4,202
sap,sqlalchemy-hana,https://github.com/SAP/sqlalchemy-hana,8,97,LARGE_BUCKET2,202
microsoft,react-native-macos,https://github.com/microsoft/react-native-macos,24,89,MICROSOFT,202
databricks,databricks-jdbc,https://github.com/databricks/databricks-jdbc,32,85,LARGE_BUCKET4,202
microsoft,vscode-cmake-tools,https://github.com/microsoft/vscode-cmake-tools,12,95,MICROSOFT,202
microsoft,vscode-azurefunctions,https://github.com/microsoft/vscode-azurefunctions,32,85,MICROSOFT,202
vmware,ansible-vsphere-gos-validation,https://github.com/vmware/ansible-vsphere-gos-validation,10,96,LARGE_BUCKET2,202
justeattakeaway,JustEat.StatsD,https://github.com/justeattakeaway/JustEat.StatsD,4,99,SMALL_ORGS,202
microsoft,CoseSignTool,https://github.com/microsoft/CoseSignTool,14,94,MICROSOFT,202
adobe,remark-gridtables,https://github.com/adobe/remark-gridtables,3,99,LARGE_BUCKET3,201
adobe,htlengine,https://github.com/adobe/htlengine,1,100,LARGE_BUCKET3,201
adobe,reactor-extension-alloy,https://github.com/adobe/reactor-extension-alloy,21,90,LARGE_BUCKET3,201
sap,pod-reloader,https://github.com/SAP/pod-reloader,3,99,LARGE_BUCKET2,201
microsoft,hlsl-specs,https://github.com/microsoft/hlsl-specs,11,95,MICROSOFT,201
dell,csm-operator,https://github.com/dell/csm-operator,33,84,LARGE_BUCKET2,201
ibm,dsce-sample-apps,https://github.com/IBM/dsce-sample-apps,3,99,IBM,201
intel,opencl-intercept-layer,https://github.com/intel/opencl-intercept-layer,1,100,LARGE_BUCKET2,201
adobe,helix-font-fallback-extension,https://github.com/adobe/helix-font-fallback-extension,3,99,LARGE_BUCKET3,201
nokia,moler,https://github.com/nokia/moler,1,100,LARGE_BUCKET3,201
apple,swift-homomorphic-encryption,https://github.com/apple/swift-homomorphic-encryption,5,98,LARGE_BUCKET1,201
tencent,CodeAnalysis,https://github.com/Tencent/CodeAnalysis,11,95,LARGE_BUCKET1,201
microsoft,UTCM-ControlPanel,https://github.com/microsoft/UTCM-ControlPanel,1,100,MICROSOFT,201
microsoft,vs-streamjsonrpc,https://github.com/microsoft/vs-streamjsonrpc,65,68,MICROSOFT,201
palantir,gradle-utils,https://github.com/palantir/gradle-utils,0,100,LARGE_BUCKET4,200
palantir,resource-identifier,https://github.com/palantir/resource-identifier,0,100,LARGE_BUCKET4,200
microsoft,fluentui-system-icons,https://github.com/microsoft/fluentui-system-icons,16,92,MICROSOFT,200
vmware,vrealize-orchestrator-plugin-for-alb,https://github.com/vmware/vrealize-orchestrator-plugin-for-alb,0,100,LARGE_BUCKET2,200
palantir,jvm-diagnostics,https://github.com/palantir/jvm-diagnostics,0,100,LARGE_BUCKET4,200
amd,ryzen-ai-documentation,https://github.com/amd/ryzen-ai-documentation,10,95,SMALL_ORGS,200
facebook,lexical,https://github.com/facebook/lexical,22,89,META,200
microsoft,FabricBQSync,https://github.com/microsoft/FabricBQSync,4,98,MICROSOFT,200
palantir,tenablesc-metrics,https://github.com/palantir/tenablesc-metrics,0,100,LARGE_BUCKET4,200
aveva,CONNECT-data-services-developer-docs,https://github.com/AVEVA/CONNECT-data-services-developer-docs,12,94,SMALL_ORGS,200
disneystreaming,automated-cloud-advisor,https://github.com/disneystreaming/automated-cloud-advisor,0,100,SMALL_ORGS,200
intel,goresctrl,https://github.com/intel/goresctrl,6,97,LARGE_BUCKET2,200
oracle,bpftune,https://github.com/oracle/bpftune,2,99,LARGE_BUCKET2,200
microsoft,connected-workbooks,https://github.com/microsoft/connected-workbooks,32,84,MICROSOFT,200
palantir,witchcraft-api,https://github.com/palantir/witchcraft-api,0,100,LARGE_BUCKET4,200
palantir,metric-schema,https://github.com/palantir/metric-schema,0,100,LARGE_BUCKET4,200
palantir,witchcraft-go-server,https://github.com/palantir/witchcraft-go-server,0,100,LARGE_BUCKET4,200
microsoft,Trieste,https://github.com/microsoft/Trieste,2,99,MICROSOFT,200
crowdstrike,foundry-js,https://github.com/CrowdStrike/foundry-js,34,83,LARGE_BUCKET4,200
microsoft,BotFramework-WebChat,https://github.com/microsoft/BotFramework-WebChat,24,88,MICROSOFT,200
palantir,gradle-jdks-idea-plugin,https://github.com/palantir/gradle-jdks-idea-plugin,0,100,LARGE_BUCKET4,200
palantir,encrypted-config-value,https://github.com/palantir/encrypted-config-value,0,100,LARGE_BUCKET4,200
palantir,delegate-processors,https://github.com/palantir/delegate-processors,0,100,LARGE_BUCKET4,200
palantir,witchcraft-java-logging,https://github.com/palantir/witchcraft-java-logging,0,100,LARGE_BUCKET4,200
palantir,goethe,https://github.com/palantir/goethe,0,100,LARGE_BUCKET4,200
palantir,tritium,https://github.com/palantir/tritium,0,100,LARGE_BUCKET4,200
palantir,auto-parallelizable,https://github.com/palantir/auto-parallelizable,0,100,LARGE_BUCKET4,200
palantir,streams,https://github.com/palantir/streams,0,100,LARGE_BUCKET4,200
ibm,OpenJCEPlus,https://github.com/IBM/OpenJCEPlus,2,99,IBM,200
dell,csi-powerscale,https://github.com/dell/csi-powerscale,12,94,LARGE_BUCKET2,200
shopify,theme-tools,https://github.com/Shopify/theme-tools,10,95,LARGE_BUCKET3,200
ibm,event-automation,https://github.com/IBM/event-automation,10,95,IBM,200
oracle,graal,https://github.com/oracle/graal,0,100,LARGE_BUCKET2,200
palantir,conjure-postman,https://github.com/palantir/conjure-postman,0,100,LARGE_BUCKET4,200
palantir,gradle-git-version,https://github.com/palantir/gradle-git-version,0,100,LARGE_BUCKET4,200
google,gtm-session-fetcher,https://github.com/google/gtm-session-fetcher,6,97,GOOGLE,200
palantir,conjure-python,https://github.com/palantir/conjure-python,0,100,LARGE_BUCKET4,200
palantir,gradle-docker,https://github.com/palantir/gradle-docker,0,100,LARGE_BUCKET4,200
sap,SapMachine,https://github.com/SAP/SapMachine,0,100,LARGE_BUCKET2,200
sap,component-operator-runtime,https://github.com/SAP/component-operator-runtime,0,100,LARGE_BUCKET2,200
palantir,nylon-threads,https://github.com/palantir/nylon-threads,0,100,LARGE_BUCKET4,200
palantir,javapoet,https://github.com/palantir/javapoet,0,100,LARGE_BUCKET4,200
aws,aws-sdk-js-codemod,https://github.com/aws/aws-sdk-js-codemod,6,97,LARGE_BUCKET1,200
palantir,foundry-athena-query-federation-connector,https://github.com/palantir/foundry-athena-query-federation-connector,0,100,LARGE_BUCKET4,200
palantir,log4j-sniffer,https://github.com/palantir/log4j-sniffer,0,100,LARGE_BUCKET4,200
palantir,conjure,https://github.com/palantir/conjure,0,100,LARGE_BUCKET4,200
apple,servicetalk,https://github.com/apple/servicetalk,28,86,LARGE_BUCKET1,200
palantir,proxy-processor,https://github.com/palantir/proxy-processor,0,100,LARGE_BUCKET4,200
bytedance,trae-agent,https://github.com/bytedance/trae-agent,32,84,LARGE_BUCKET1,200
microsoft,playwright-dotnet,https://github.com/microsoft/playwright-dotnet,20,90,MICROSOFT,200
palantir,tracing-java,https://github.com/palantir/tracing-java,0,100,LARGE_BUCKET4,200
palantir,sls-version-java,https://github.com/palantir/sls-version-java,0,100,LARGE_BUCKET4,200
stripe,stripe-mock,https://github.com/stripe/stripe-mock,0,100,SMALL_ORGS,200
palantir,conjure-java-example,https://github.com/palantir/conjure-java-example,0,100,LARGE_BUCKET4,200
adobe,aem-react-editable-components,https://github.com/adobe/aem-react-editable-components,0,100,LARGE_BUCKET3,200
adobe,spacecat-audit-post-processor,https://github.com/adobe/spacecat-audit-post-processor,0,100,LARGE_BUCKET3,200
palantir,human-readable-types,https://github.com/palantir/human-readable-types,0,100,LARGE_BUCKET4,200
palantir,gradle-shadow-jar,https://github.com/palantir/gradle-shadow-jar,0,100,LARGE_BUCKET4,200
adobe,helix-log,https://github.com/adobe/helix-log,2,99,LARGE_BUCKET3,200
palantir,refreshable,https://github.com/palantir/refreshable,0,100,LARGE_BUCKET4,200
aws,constructs,https://github.com/aws/constructs,0,100,LARGE_BUCKET1,200
ibm,fp-go,https://github.com/IBM/fp-go,1,99,IBM,199
microsoft,DirectXTK,https://github.com/microsoft/DirectXTK,5,97,MICROSOFT,199
apple,swift-nio-extras,https://github.com/apple/swift-nio-extras,5,97,LARGE_BUCKET1,199
databricks,setup-cli,https://github.com/databricks/setup-cli,7,96,LARGE_BUCKET4,199
microsoft,OpenAPI.NET,https://github.com/microsoft/OpenAPI.NET,25,87,MICROSOFT,199
adobe,micromark-extension-gridtables,https://github.com/adobe/micromark-extension-gridtables,3,98,LARGE_BUCKET3,199
dell,azurestack-docs,https://github.com/dell/azurestack-docs,9,95,LARGE_BUCKET2,199
microsoft,Agents-for-net,https://github.com/microsoft/Agents-for-net,31,84,MICROSOFT,199
microsoft,teams.ts,https://github.com/microsoft/teams.ts,17,91,MICROSOFT,199
microsoft,vscode-java-dependency,https://github.com/microsoft/vscode-java-dependency,7,96,MICROSOFT,199
microsoft,DirectXMesh,https://github.com/microsoft/DirectXMesh,5,97,MICROSOFT,199
telekom,phonenumber-normalizer,https://github.com/telekom/phonenumber-normalizer,19,90,LARGE_BUCKET2,199
goldmansachs,jdmn,https://github.com/goldmansachs/jdmn,17,91,SMALL_ORGS,199
snowflakedb,ArcticTraining,https://github.com/snowflakedb/ArcticTraining,9,95,SMALL_ORGS,199
alibaba,loongsuite-go-agent,https://github.com/alibaba/loongsuite-go-agent,21,89,LARGE_BUCKET1,199
datadog,dd-otel-host-profiler,https://github.com/DataDog/dd-otel-host-profiler,25,87,LARGE_BUCKET4,199
nvidia,cloud-native-docs,https://github.com/NVIDIA/cloud-native-docs,11,94,LARGE_BUCKET1,199
sap,nginx-ingress-controller-cop,https://github.com/SAP/nginx-ingress-controller-cop,3,98,LARGE_BUCKET2,199
adobe,aepsdk-edgeconsent-ios,https://github.com/adobe/aepsdk-edgeconsent-ios,9,95,LARGE_BUCKET3,199
netflix,spectator-js,https://github.com/Netflix/spectator-js,3,98,LARGE_BUCKET2,199
sap,project-operator,https://github.com/SAP/project-operator,1,99,LARGE_BUCKET2,199
sap,admission-webhook-runtime,https://github.com/SAP/admission-webhook-runtime,1,99,LARGE_BUCKET2,199
adobe,helix-status,https://github.com/adobe/helix-status,5,97,LARGE_BUCKET3,199
siemens,mtda,https://github.com/siemens/mtda,0,99,LARGE_BUCKET2,198
oracle,coherence-go-client,https://github.com/oracle/coherence-go-client,2,98,LARGE_BUCKET2,198
microsoft,AzureAISpeechToolKit,https://github.com/microsoft/AzureAISpeechToolKit,2,98,MICROSOFT,198
ibm,tnz,https://github.com/IBM/tnz,4,97,IBM,198
microsoft,vscode-docker-extensibility,https://github.com/microsoft/vscode-docker-extensibility,6,96,MICROSOFT,198
datadog,terraform-module-datadog-agentless-scanner,https://github.com/DataDog/terraform-module-datadog-agentless-scanner,6,96,LARGE_BUCKET4,198
telekom-mms,fortilib,https://github.com/telekom-mms/fortilib,0,99,LARGE_BUCKET2,198
microsoft,OpenApi.ApiManifest,https://github.com/microsoft/OpenApi.ApiManifest,2,98,MICROSOFT,198
telekom-mms,ansible-collection-acme,https://github.com/telekom-mms/ansible-collection-acme,0,99,LARGE_BUCKET2,198
palantir,gradle-conjure,https://github.com/palantir/gradle-conjure,0,99,LARGE_BUCKET4,198
palantir,okgo,https://github.com/palantir/okgo,0,99,LARGE_BUCKET4,198
palantir,gradle-failure-reports,https://github.com/palantir/gradle-failure-reports,0,99,LARGE_BUCKET4,198
adobe,aepsdk-optimize-ios,https://github.com/adobe/aepsdk-optimize-ios,14,92,LARGE_BUCKET3,198
samsung,walrus,https://github.com/Samsung/walrus,8,95,LARGE_BUCKET1,198
palantir,go-baseapp,https://github.com/palantir/go-baseapp,0,99,LARGE_BUCKET4,198
apple,swift-protobuf,https://github.com/apple/swift-protobuf,22,88,LARGE_BUCKET1,198
samsung,Tizen.NET,https://github.com/Samsung/Tizen.NET,2,98,LARGE_BUCKET1,198
palantir,gradle-plugin-testing,https://github.com/palantir/gradle-plugin-testing,0,99,LARGE_BUCKET4,198
palantir,gradle-jdks-latest,https://github.com/palantir/gradle-jdks-latest,0,99,LARGE_BUCKET4,198
salesforce,sa11y,https://github.com/salesforce/sa11y,0,99,LARGE_BUCKET2,198
palantir,assertj-automation,https://github.com/palantir/assertj-automation,0,99,LARGE_BUCKET4,198
palantir,gradle-consistent-versions-idea-plugin,https://github.com/palantir/gradle-consistent-versions-idea-plugin,0,99,LARGE_BUCKET4,198
palantir,conjure-go-runtime,https://github.com/palantir/conjure-go-runtime,0,99,LARGE_BUCKET4,198
palantir,godel-mod-plugin,https://github.com/palantir/godel-mod-plugin,0,99,LARGE_BUCKET4,198
facebook,bpfilter,https://github.com/facebook/bpfilter,8,95,META,198
palantir,safe-logging,https://github.com/palantir/safe-logging,0,99,LARGE_BUCKET4,198
microsoft,vscode-makefile-tools,https://github.com/microsoft/vscode-makefile-tools,4,97,MICROSOFT,198
datadog,dd-sdk-roku,https://github.com/DataDog/dd-sdk-roku,0,99,LARGE_BUCKET4,198
netflix,spectator-cpp,https://github.com/Netflix/spectator-cpp,2,98,LARGE_BUCKET2,198
google,clspv,https://github.com/google/clspv,10,94,GOOGLE,198
microsoft,vscode-azureresourcegroups,https://github.com/microsoft/vscode-azureresourcegroups,12,93,MICROSOFT,198
palantir,distgo,https://github.com/palantir/distgo,0,99,LARGE_BUCKET4,198
